,codigo,nome,cidade,estado,populacao,popAte9,popDe10a14,popDe15a19,popDe20a24,popDe25a34,popDe35a49,popDe50a59,popMaisDe60,domiciliosA1,domiciliosA2,domiciliosB1,domiciliosB2,domiciliosC1,domiciliosC2,domiciliosD,domiciliosE,rendaMedia,faturamento,potencial,total_domicilios,label
283,355030200,Jardim Marajoara,São Paulo,SP,41106,0.0958984089914,0.0471464019851,0.0745633240889,0.0620833941517,0.141779788839,0.254634359947,0.150488979711,0.173405342286,0.078458961474,0.138961474037,0.321608040201,0.132194304858,0.12730318258,0.0786599664992,0.0196984924623,0.103115577889,5842.0,1415242.875,Alto,14925,5
288,355030139,Jardim Paulistano,São Paulo,SP,20559,0.0610438250888,0.0228123935989,0.0465003161632,0.0591468456637,0.189065616032,0.214407315531,0.147769833163,0.259253854759,0.143088771788,0.129813538711,0.326611268747,0.127584110255,0.114106201865,0.0617146331577,0.0,0.0970814754763,8746.0,1468509.875,Alto,9868,5
301,355030199,Jurubatuba,São Paulo,SP,20549,0.096111732931,0.0434571025354,0.0703197235875,0.05625577887,0.142732006424,0.253102340747,0.137427612049,0.200593702857,0.0947886200479,0.105158202606,0.30816272268,0.178941770806,0.129885668705,0.0777718691837,0.0247274660994,0.0805636798724,6003.0,1398557.125,Alto,7522,5
305,355030144,Lapa,São Paulo,SP,20179,0.078596560781,0.0309727934982,0.0558005847663,0.0569899400367,0.143465979484,0.220774072055,0.15872937212,0.25467069726,0.0890893364636,0.10861238107,0.331521067589,0.17076485852,0.126652662795,0.068701346843,0.0,0.104658346719,6897.0,1471417.75,Alto,8093,5
315,35503024,Masp,São Paulo,SP,22120,0.0469258589512,0.0188065099458,0.0482368896926,0.0859403254973,0.230560578662,0.224593128391,0.135081374322,0.209855334539,0.101046766841,0.119618436603,0.302127300355,0.204035117339,0.137008272835,0.0596825932804,0.0160391693399,0.0604423434071,6997.0,1422779.5,Alto,11846,5
317,35503070,Mirandópolis,São Paulo,SP,29407,0.059441629544,0.0252660931071,0.0485938722073,0.0583874587683,0.164688679566,0.205461284728,0.163260448193,0.274900533886,0.105230578768,0.131925100588,0.322887650882,0.181909625503,0.0866604766326,0.0481275147013,0.0112194367069,0.112039616218,7551.0,1470172.25,Alto,12924,5
362,355030137,Pinheiros,São Paulo,SP,12382,0.063560006461,0.0274592149895,0.0474882894524,0.0642868680342,0.182038442901,0.218623808755,0.13640768858,0.260135680827,0.109110747409,0.11747590471,0.33642480451,0.149118021458,0.136752136752,0.0409165302782,0.0,0.110201854883,8791.0,1189643.75,Alto,5499,5
366,35503086,Pompéia,São Paulo,SP,14476,0.0936032053053,0.029704338215,0.0482177397071,0.0529151699364,0.166966012711,0.256977065488,0.150248687483,0.201367781155,0.120722737448,0.181803645667,0.360409338024,0.180044771346,0.0823472977295,0.0311800447713,0.0,0.0434921650144,7356.0,1276436.75,Alto,6254,5
385,35503045,Santa Cruz,São Paulo,SP,13912,0.0746837262795,0.0291115583669,0.0596607245543,0.061170212766,0.172800460035,0.218156986774,0.158136860265,0.22627947096,0.138155515371,0.159674502712,0.278300180832,0.153164556962,0.12965641953,0.0414104882459,0.0171790235081,0.0824593128391,8738.0,1269416.875,Alto,5530,5
395,35503068,Saúde,São Paulo,SP,55175,0.0786044404169,0.0340734028092,0.0587222473947,0.0629995468962,0.169623923879,0.228817399184,0.154617127322,0.212541912098,0.0647647376961,0.12781683793,0.340814854877,0.162700558861,0.104786371011,0.0809446547683,0.0168559581756,0.101316026681,5330.0,2057989.375,Alto,22188,5
397,35503084,Sumaré,São Paulo,SP,17017,0.0629958277017,0.0248574954457,0.0510665804783,0.05412234824,0.171005465123,0.216665687254,0.156960686372,0.262325909385,0.146267837541,0.165889132821,0.298024149286,0.172475301866,0.112788144896,0.0267563117453,0.0,0.0777991218441,8140.0,1431820.625,Alto,7288,5
424,35503063,Vila Gumercindo,São Paulo,SP,25187,0.0839321872394,0.0333505379759,0.0610632469131,0.0583634414579,0.15853416445,0.23794020725,0.157501885894,0.20931432882,0.0848754264447,0.125814121782,0.367207691512,0.186912023157,0.0868396567766,0.0750542747855,0.0242944277887,0.0490023777525,5824.0,1432362.875,Alto,9673,5
426,355030150,Vila Hamburguesa,São Paulo,SP,17440,0.0815366972477,0.0388188073394,0.0627866972477,0.055619266055,0.139908256881,0.248222477064,0.155389908257,0.217717889908,0.127554086538,0.177133413462,0.289663461538,0.162409855769,0.0960036057692,0.0581430288462,0.0145733173077,0.0745192307692,7583.0,1418529.25,Alto,6656,5
428,355030145,Vila Ipojuca,São Paulo,SP,22698,0.0810644109613,0.033174729051,0.0508414838312,0.0525156401445,0.145475372279,0.235835756454,0.147457925808,0.25363468147,0.097408986553,0.152290368427,0.292773586968,0.164862796545,0.133705039904,0.0889909259867,0.013119055428,0.056849240188,7124.0,1456356.875,Alto,9147,5
433,355030138,Vila Madalena,São Paulo,SP,23612,0.0690750465865,0.0270625105878,0.0470099949178,0.0552685075385,0.179146196849,0.228570218533,0.153777740132,0.240089784855,0.145888594164,0.145604395604,0.28220917014,0.129405077681,0.0787230011368,0.0603448275862,0.0,0.157824933687,8747.0,1459565.875,Alto,10556,5
436,35503043,Vila Mariana,São Paulo,SP,38935,0.0585591370232,0.025940670348,0.0547836137152,0.0678566842173,0.160472582509,0.197637087453,0.160190060357,0.274560164377,0.155971896956,0.150644028103,0.302049180328,0.148946135831,0.114519906323,0.0481264637002,0.0,0.0797423887588,10575.0,1491940.375,Alto,17080,5
443,355030133,Vila Olímpia,São Paulo,SP,22235,0.0570721834945,0.020328311221,0.0487969417585,0.0666516752867,0.212952552282,0.230357544412,0.142343152687,0.221497638858,0.112733911456,0.163121862163,0.347329986308,0.157371063441,0.0866271109083,0.0428115015974,0.0,0.090004564126,7754.0,1455695.375,Alto,10955,5
